Ref,Val,Package,PosX,PosY,Rot,Side
"SW63","SW_Push","SW_Choc_1U",231.102800,-82.812885,12.000000,top
"SW64","SW_Push","SW_Choc_1U",234.637299,-99.441394,12.000000,top
"SW65","SW_Push","SW_Choc_1U",71.966198,-49.555866,-12.000000,top
"SW67","SW_Push","SW_Choc_1U",46.406919,-83.227601,-12.000000,top
"SW68","SW_Push","SW_Choc_1U",42.872420,-99.856110,-12.000000,top
"SW71","SW_Push","SW_Choc_1U",242.524084,-49.970583,12.000000,top
"SW72","SW_Push","SW_Choc_1U",246.058583,-66.599092,12.000000,top
"SW73","SW_Push","SW_Choc_1U",249.593081,-83.227601,12.000000,top
"SW74","SW_Push","SW_Choc_1U",253.127580,-99.856110,12.000000,top
"SW75","SW_Push","SW_Choc_1U",53.475916,-49.970583,-12.000000,top
"SW76","SW_Push","SW_Choc_1U",49.941417,-66.599092,-12.000000,top
"SW78","SW_Push","SW_Choc_1U",25.265763,-96.113700,-12.000000,top
"SW82","SW_Push","SW_Choc_1U",263.665239,-62.856681,12.000000,top
"SW83","SW_Push","SW_Choc_1U",267.199739,-79.485191,12.000000,top
"SW84","SW_Push","SW_Choc_1U",270.734237,-96.113700,12.000000,top
"SW86","SW_Push","SW_Choc_1U",32.334761,-62.856681,-12.000000,top
"SW87","SW_Push","SW_Choc_1U",28.800261,-79.485191,-12.000000,top
